OTU,Sample,Abundance,SampleID,Study_group,PigID,Group,Cohort,Gender,Age_days,Age_week,Housing_facility,Housing_facility1,Sampling,sampling1,TimePre_PosPart,pre_post_delivery,plain_mac,mac.tet,mac.cef,mac.gen,mac.sulfa,mac.amp,mac.strep,mac.azthr,mac.chl,plain_Ent,Ent.tet,Ent.nal,Ent.gen,ENT.tylo,Ent.ery,Ent.linco,Ent.len,Ent.nitrof,Ent.pen,Ent.strep,log10.16s,log10tetAcopies.gram,log10ctxmcopies.gram1.1,Raw_ASVcount,RawInput,From_Cutadapt,Dada2filtered,percentage_inputpassedfilter,denoised,merged,percentage.of.input.merged,non.chimeric,percentage.of.input.non.chimeric,Length_filtered_Counts,input_newdada2,filtered_newdada2,denoisedF_newdada2,denoisedR_newdada2,merged_newdada2,nonchim_newdada2,X.retained_newdada2,S.Name.DMM,assignment_all_dmm_sow,assignment_all_dmm_sow_rearrange,Kingdom,Phylum,Class,Order,Family,Genus,plotabun7
ASV162,VV130,39.37370481,VV130.E10,Breeder_sows,296,296.T8,1,F,350,50,Farrowing barn,Farrowing,On the day of parturition – Parity 1 ,Parturition,0,NA,6.74,5.53,4.55,4.41,4.94,5.52,5.14,3.68,4.05,6.44,6.28,4.72,4.41,4.35,4.33,4.16,0,3.98,0,0,10.41,5.74,5.66,95141,142549,134302,125940,93.77,124091,113725,84.68,95145,70.84,95141,142549,131813,129388,127957,114525,100471,0.704817291,VV130,3,3,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV109,37.69589157,VV109.D1,Breeder_sows,363,363.T5,2,F,154,22,Gestation barn,Second growing,1 day prior to moving to sows barn,Growing,-28,NA,6.62,5.72,3.81,3.81,4.92,4.2,4.65,0,0,6.51,0,4.55,0,0,0,4.55,0,4.76,0,4.11,10.07,5.52,5.58,98924,156765,148161,138932,93.77,136399,122304,82.55,98926,66.77,98924,156765,145015,141995,140268,121404,104429,0.66614997,VV109,3,3,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV122,36.51213067,VV122.E2,Breeder_sows,296,296.T7,1,F,343,49,Breeding barn,Breeding,1 week prior to moving to farrowing house – Parity 1 ,Breeding_Gestation,-1,NA,6.84,5.74,4.35,4.58,5.52,5.83,0,4.86,4.23,6.46,5.54,4.18,3.81,3.94,3.94,3.75,0,0,3.81,0,10.4,5.65,5.87,88282,145031,135965,127372,93.68,124992,112847,83,88284,64.93,88282,145031,133603,130489,129551,112353,93903,0.647468472,VV122,3,3,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV118,33.47578348,VV118.D10,Breeder_sows,366,366.T6,2,F,224,32,Breeding barn,Breeding,At first mating – Parity 1 ,Breeding_Gestation,-18,NA,6.7,5.59,0,4.83,5.42,5.43,5.34,5.16,0,6.83,6.78,4.51,4.11,5.25,5.25,5.25,0,0,0,3.51,9.96,5.38,5.81,85937,141885,132439,124666,94.13,122042,105940,79.99,85939,64.89,85937,141885,131891,128694,126917,107169,92707,0.653395355,VV118,1,4,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV126,32.99825175,VV126.E6,Breeder_sows,366,366.T7,2,F,343,49,Breeding barn,Breeding,1 week prior to moving to farrowing house – Parity 1 ,Breeding_Gestation,-1,NA,6.69,5.68,0,4.11,4.83,5.39,5.22,5.22,4.11,6.52,5.35,0,0,0,0,0,0,0,0,0,9.92,5.19,5.9,109456,177098,162649,151644,93.23,149305,134908,82.94,109458,67.3,109456,177098,162012,158745,157331,138504,117794,0.665134558,VV126,3,3,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV129,26.68791077,VV129.E9,Breeder_sows,292,292.T8,1,F,350,50,Farrowing barn,Farrowing,On the day of parturition – Parity 1 ,Parturition,0,NA,6.76,5.65,5.47,4.74,5.2,5.45,5.32,3.6,4.2,6.63,6.01,4.64,4.35,3.94,4.16,4.02,0,4.02,3.98,0,9.7,5.38,5.75,98719,160527,148775,139224,93.58,136668,122671,82.45,98727,66.36,98719,160527,148185,145143,143202,124308,106087,0.660867019,VV129,1,4,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV106,23.70225269,VV106.C10,Breeder_sows,296,296.T5,1,F,154,22,Gestation barn,Second growing,1 day prior to moving to sows barn,Growing,-28,NA,6.84,5.3,0,4.28,5.47,5.83,5.16,4.41,0,6.44,5.9,3.98,4.35,4.28,4.38,4.25,0,3.86,3.81,0,10.48,5.73,5.52,94996,153110,143572,134491,93.67,131627,115690,80.58,95002,66.17,94996,153110,141767,138323,135844,115266,101487,0.662837176,VV106,3,3,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV085,23.65097589,VV085.B1,Breeder_sows,363,363.T2,2,F,42,6,Segregated Early Weaning (SEW) barn,First growing,3 weeks after entry ,Growing,-44,NA,6.61,5.43,4.28,0,4.46,5.32,3.81,4.11,0,6.36,6.11,5.04,0,0,0,0,0,4.11,3.81,0,10.89,8.4,5.97,74917,118474,111394,104823,94.1,102893,90875,81.58,74923,67.26,74917,118474,110251,107701,106278,91017,80022,0.675439337,VV085,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV132,21.52499088,VV132.E12,Breeder_sows,391,391.T8,1,F,350,50,Farrowing barn,Farrowing,On the day of parturition – Parity 1 ,Parturition,0,NA,6.89,5.66,5.64,4.35,5.11,5.49,5.05,4.2,0,6.59,6.26,4.72,4.35,4.26,4.39,4.54,0,0,0,0,9.44,5.28,5.46,99461,158559,147513,138314,93.76,135747,119313,80.88,99465,67.43,99461,158559,146709,143328,141159,121119,106897,0.674178066,VV132,1,4,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV124,20.84528591,VV124.E4,Breeder_sows,391,391.T7,1,F,343,49,Breeding barn,Breeding,1 week prior to moving to farrowing house – Parity 1 ,Breeding_Gestation,-1,NA,6.88,5.8,4.76,4.35,5.42,5.07,5.37,4.66,0,6.46,5.51,0,4.11,0,0,0,0,0,0,0,9.32,6.46,6.02,98125,158383,148658,139750,94.01,136634,120702,81.19,98129,66.01,98125,158383,147100,143602,141671,121721,105325,0.665001926,VV124,1,4,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV121,20.75892857,VV121.E1,Breeder_sows,292,292.T7,1,F,343,49,Breeding barn,Breeding,1 week prior to moving to farrowing house – Parity 1 ,Breeding_Gestation,-1,NA,6.7,5.66,3.98,5.44,5.06,5.44,4.62,0,0,6.59,6.32,4.11,4.58,4.46,4.46,4.35,0,3.38,0,0,9.76,5.6,5.78,95688,168610,158108,147793,93.48,144543,127415,80.59,95697,60.53,95688,168610,155118,151047,149310,125602,101501,0.601986834,VV121,1,4,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV088,20.31769487,VV088.B4,Breeder_sows,379,379.T2,2,F,42,6,Segregated Early Weaning (SEW) barn,First growing,3 weeks after entry ,Growing,-44,NA,6.44,5.56,4.51,4.55,0,5.21,5.53,4.28,5.01,6.55,5.35,4.2,3.81,3.98,3.81,3.81,0,0,0,4.71,10.95,6.15,5.99,102805,161940,152605,143227,93.85,140894,125786,82.43,102813,67.37,102805,161940,150144,147124,145297,125630,108829,0.672032852,VV088,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV119,12.85878301,VV119.D11,Breeder_sows,369,369.T6,2,F,224,32,Breeding barn,Breeding,At first mating – Parity 1 ,Breeding_Gestation,-18,NA,6.74,5.71,3.51,0,0,4.51,0,0,0,6.82,6.36,4.11,3.81,5.39,5.42,5.44,0,4.11,4.28,0,9.31,5.63,6.36,82983,139365,129802,123076,94.82,120774,106636,82.15,82988,63.93,82983,139365,130285,127324,125785,108392,89317,0.640885445,VV119,1,4,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV127,12.84472988,VV127.E7,Breeder_sows,369,369.T7,2,F,343,49,Breeding barn,Breeding,1 week prior to moving to farrowing house – Parity 1 ,Breeding_Gestation,-1,NA,6.71,5.73,4.51,0,4.71,5.11,4.62,4.68,0,6.66,5.17,3.81,0,3.98,4.11,4.2,0,0,4.28,0,10.34,5.5,5.89,109991,180053,166305,155410,93.45,152235,135411,81.42,110005,66.15,109991,180053,165384,161679,159711,137941,118098,0.655906872,VV127,1,4,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV120,11.96808511,VV120.D12,Breeder_sows,379,379.T6,2,F,224,32,Breeding barn,Breeding,At first mating – Parity 1 ,Breeding_Gestation,-18,NA,6.83,5.81,4.41,4.55,4.95,5.47,5.25,5.21,3.81,6.7,6.4,4.74,0,5.46,5.41,5.53,0,0,4.11,0,11.1,5.93,6.45,90329,150261,140249,131916,94.06,129246,112465,80.19,90338,64.41,90329,150261,139409,136080,133930,114504,97082,0.646089138,VV120,1,4,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV111,11.95814649,VV111.D3,Breeder_sows,369,369.T5,2,F,154,22,Gestation barn,Second growing,1 day prior to moving to sows barn,Growing,-28,NA,6.67,5.7,4.58,0,4.2,4.46,3.98,4.28,0,6.44,6.36,4.71,0,0,0,4.98,0,0,4.2,3.51,9.78,6.59,6.26,96343,156100,146961,137962,93.88,134908,119511,81.32,96351,65.56,96343,156100,144845,141191,139157,118849,103156,0.660832799,VV111,1,4,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV090,7.85299199,VV090.B6,Breeder_sows,296,296.T3,1,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.65,3.98,3.81,5.44,5.26,5.22,5.21,4.26,3.94,6.4,6.19,4.72,3.81,3.9,0,4.28,0,0,0,0,10.34,5.38,1,109140,172962,161449,150702,93.34,148166,133557,82.72,109140,67.6,109140,172962,158812,155420,153703,134532,116415,0.673066916,VV090,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV105,7.48362956,VV105.C9,Breeder_sows,292,292.T5,1,F,154,22,Gestation barn,Second growing,1 day prior to moving to sows barn,Growing,-28,NA,6.75,5.6,5.68,4.58,0,3.51,0,0,0,6.17,5.95,4.02,3.98,3.86,4.02,3.86,0,3.81,3.98,4.11,10.47,6.55,6.22,94155,160153,148820,138883,93.32,135921,119659,80.41,94157,63.27,94155,160153,146394,142788,141203,120008,100473,0.62735634,VV105,1,4,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV112,7.412555015,VV112.D4,Breeder_sows,379,379.T5,2,F,154,22,Gestation barn,Second growing,1 day prior to moving to sows barn,Growing,-28,NA,6.81,5.42,3.81,4.11,3.98,4.28,0,0,0,6.46,5.6,4.2,3.81,4.62,4.46,3.98,0,0,0,4.46,10.37,6.4,6.06,102516,167218,154970,144705,93.38,142360,129389,83.49,102516,66.15,102516,167218,153913,150959,149615,131753,110322,0.659749548,VV112,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV107,7.310255859,VV107.C11,Breeder_sows,389,389.T5,1,F,154,22,Gestation barn,Second growing,1 day prior to moving to sows barn,Growing,-28,NA,6.87,5.72,0,0,3.81,4.94,5.26,4.11,0,6.74,5.93,3.51,0,4.39,3.98,4.52,0,0,3.81,4.51,10.25,5.76,5.64,92942,151643,142028,133337,93.88,130755,116241,81.84,92953,65.45,92942,151643,140313,137358,135419,117194,99433,0.655704517,VV107,3,3,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV097,6.7018684,VV097.C1,Breeder_sows,292,292.T4,1,F,84,12,Gestation barn,Second growing,2 weeks after entry to 2nd growing facility,Growing,-38,NA,6.63,5.43,5.63,4.28,4.71,5.25,4.41,4.2,3.68,6.6,5.98,4.18,4.46,4.57,3.94,4.86,0,3.98,4.51,0,10.97,5.87,5.74,106994,176392,165025,154099,93.38,151507,136352,82.63,107002,64.84,106994,176392,162072,158732,157255,137451,113636,0.644224228,VV097,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV098,6.57585721,VV098.C2,Breeder_sows,296,296.T4,1,F,84,12,Gestation barn,Second growing,2 weeks after entry to 2nd growing facility,Growing,-38,NA,6.72,5.47,4.74,4.11,4.68,4.11,4.74,4.05,3.51,6.52,5.09,4.18,3.81,4.43,3.86,4.95,0,3.68,3.81,4.35,9.44,5.81,1,110603,183844,169522,157210,92.74,155084,140511,82.89,110609,65.25,110603,183844,168589,165610,164497,144794,118811,0.646259873,VV098,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV095,5.571605448,VV095.B11,Breeder_sows,369,369.T3,2,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.63,4.46,3.98,0,4.28,5.57,5.41,0,3.81,6.5,6.39,5.45,3.51,0,0,4.62,0,0,3.81,4.46,10.07,5.6,5.47,94415,156481,146279,136357,93.22,133715,119392,81.62,95665,65.4,95657,156481,144048,140845,139258,120193,101094,0.646046485,VV095,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV089,4.819277108,VV089.B5,Breeder_sows,292,292.T3,1,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.35,0,0,4.51,5.35,4.76,5.41,4.61,3.51,6.33,6.17,4.66,4.46,3.2,4.18,4.61,0,3.94,4.71,4.28,10.49,5.51,5.71,101066,159394,144670,135313,93.53,133040,118910,82.19,101068,69.86,101066,159394,146935,144025,142099,125048,110846,0.695421409,VV089,3,3,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV110,4.728992361,VV110.D2,Breeder_sows,366,366.T5,2,F,154,22,Gestation barn,Second growing,1 day prior to moving to sows barn,Growing,-28,NA,6.73,5.73,0,0,4.41,3.81,0,0,0,6.58,6.25,5.13,0,4.11,4.28,4.46,0,0,4.28,3.81,9.96,6.58,5.51,95299,149415,139241,130563,93.77,127868,113524,81.53,95309,68.45,95299,149415,138143,134726,133305,114791,101782,0.68120336,VV110,3,3,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV075,4.138216429,VV075.A3,Breeder_sows,389,389.T1,1,F,21,3,Segregated Early Weaning (SEW) barn,First growing,At the time of purchase/entering 1st growing facility,Growing,-47,NA,6.56,6.2,5.18,6.3,5.52,6.52,0,4.83,4.38,6.15,6.28,4.67,5.27,4.67,4.78,4.78,0,3.38,0,0,10.74,6.47,6.64,97944,148671,138468,130031,93.91,127765,115086,83.11,97949,70.74,97944,148671,138336,135568,133903,118404,105234,0.707831386,VV075,4,1,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV116,3.22519446,VV116.D8,Breeder_sows,391,391.T6,1,F,224,32,Breeding barn,Breeding,At first mating – Parity 1 ,Breeding_Gestation,-18,NA,6.9,5.54,0,4.58,5.2,5.41,4.85,4.3,0,6.26,5.83,4.18,0,3.75,3.75,3.86,0,0,3.81,4.11,10.13,5.54,6.28,91788,150030,140245,131655,93.88,128897,112874,80.48,91798,65.46,91788,150030,139220,135992,133719,114372,98672,0.657681797,VV116,1,4,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV108,2.742616034,VV108.C12,Breeder_sows,391,391.T5,1,F,154,22,Gestation barn,Second growing,1 day prior to moving to sows barn,Growing,-28,NA,6.32,5.34,0,0,4.2,5.41,0,3.94,0,6.56,0,0,3.81,4.08,3.68,3.68,0,0,0,0,10.7,5.74,5.65,77478,118810,110860,103576,93.43,101619,90013,81.2,77488,69.9,77478,118810,109335,106813,104986,91486,82930,0.698005218,VV108,3,3,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV103,2.705515088,VV103.C7,Breeder_sows,369,369.T4,2,F,84,12,Gestation barn,Second growing,2 weeks after entry to 2nd growing facility,Growing,-38,NA,6.59,5.34,3.51,0,4.65,0,4.83,4.11,0,6.56,0,0,3.51,4.62,4.74,0,0,0,0,0,9.93,6.68,1,108044,177228,167064,155871,93.3,153236,138393,82.84,108046,64.67,108044,177228,163647,160322,158682,138501,115165,0.649812671,VV103,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV128,2.619047619,VV128.E8,Breeder_sows,379,379.T7,2,F,343,49,Breeding barn,Breeding,1 week prior to moving to farrowing house – Parity 1 ,Breeding_Gestation,-1,NA,6.78,5.75,3.81,0,5.2,5,5.05,0,0,6.5,4.7,3.81,4.11,0,3.81,0,0,0,4.11,0,10.46,5.33,5.63,94423,145794,135981,128210,94.29,125923,113625,83.56,94428,69.44,94423,145794,135503,132724,131310,115889,101105,0.69347847,VV128,1,4,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV091,2.525252525,VV091.B7,Breeder_sows,389,389.T3,1,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.57,5.31,5.31,0,0,4.85,4.78,4.16,3.38,6.59,6.23,4.58,0,3.81,3.38,0,0,3.75,3.98,4.11,9.24,5.02,1,95606,159957,150049,139641,93.06,137358,123433,82.26,95612,63.72,95606,159957,147484,144679,142671,123467,100592,0.628869009,VV091,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV092,2.15323883,VV092.B8,Breeder_sows,391,391.T3,1,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.36,5.14,4.89,4.78,5.38,3.98,5.37,3.86,3.6,6.58,6.14,4.11,3.98,3.2,3.51,0,0,3.9,4.46,3.81,10.31,5.29,5.6,107575,173189,162629,151989,93.46,149498,135343,83.22,107584,66.15,107575,173189,159450,156484,154421,134954,114314,0.660053468,VV092,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV102,1.898974554,VV102.C6,Breeder_sows,366,366.T4,2,F,84,12,Gestation barn,Second growing,2 weeks after entry to 2nd growing facility,Growing,-38,NA,6.73,5.7,0,0,3.51,0,0,3.81,0,6.25,5.7,4.98,4.11,4.46,4.11,4.58,0,0,3.81,4.28,9.96,6.14,1,100309,162843,150280,140511,93.5,137934,124235,82.67,100313,66.75,100309,162843,149833,146531,144963,126377,108224,0.664591048,VV102,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV096,1.816347124,VV096.B12,Breeder_sows,379,379.T3,2,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.61,5.48,4.51,0,4.78,5.28,5.42,0,0,6.35,5,3.81,0,4.46,0,4.11,0,4.11,0,3.81,9.97,5.34,1,NA,152090,142733,133429,93.48,131310,117949,82.64,94417,66.15,94415,152090,140438,137908,136319,118956,100683,0.661996186,VV096,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV084,1.726784344,VV084.A12,Breeder_sows,391,391.T2,1,F,42,6,Segregated Early Weaning (SEW) barn,First growing,3 weeks after entry ,Growing,-44,NA,6.62,5.57,4.85,5.33,5.29,5.12,5.21,4.39,4.48,6.36,6.19,4.81,4.11,4.16,4.08,4.42,0,0,3.98,4.78,10.97,6.97,5.65,96913,148294,136227,127198,93.37,125413,113392,83.24,96920,71.15,96913,148294,136660,134436,132882,117515,103864,0.700392464,VV084,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV100,1.719854768,VV100.C4,Breeder_sows,391,391.T4,1,F,84,12,Gestation barn,Second growing,2 weeks after entry to 2nd growing facility,Growing,-38,NA,6.73,5.33,4.68,4.65,0,0,0,4.18,0,6.73,5.93,3.94,3.98,3.94,3.94,4.73,0,0,0,3.51,10.33,6.15,1,98740,161010,149379,139617,93.46,137031,122718,82.15,98746,66.1,98740,161010,148167,144768,143257,124468,105955,0.658064716,VV100,3,3,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV077,1.672240803,VV077.A5,Breeder_sows,363,363.T1,2,F,21,3,Segregated Early Weaning (SEW) barn,First growing,At the time of purchase/entering 1st growing facility,Growing,-47,NA,7,6.7,5.55,6.83,5.39,6,2.2,5.63,5.47,6.65,6.08,5.14,4.28,5.17,5.11,5.2,0,0,4.74,4.28,10.23,7.14,6.07,98062,143400,135025,126533,93.71,125104,117194,86.79,98069,72.63,98062,143400,132857,130914,129590,118417,103335,0.720606695,VV077,4,1,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV087,1.092179991,VV087.B3,Breeder_sows,369,369.T2,2,F,42,6,Segregated Early Weaning (SEW) barn,First growing,3 weeks after entry ,Growing,-44,NA,6.76,5.71,3.81,0,3.51,3.81,5.35,5.25,4.76,6.64,6.48,5.44,0,5.13,0,5.39,0,4.46,0,0,11.03,7.75,6.38,112180,166438,155605,145055,93.22,143228,132152,84.93,112184,72.1,112180,166438,153127,150644,149113,135061,119029,0.715155193,VV087,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV080,1.017984391,VV080.A8,Breeder_sows,379,379.T1,2,F,21,3,Segregated Early Weaning (SEW) barn,First growing,At the time of purchase/entering 1st growing facility,Growing,-47,NA,6.69,5.72,4.68,6.35,4.78,6.78,0,5.62,5.12,6.06,4.7,5.49,3.51,5.55,4.55,5,0,0,4.41,0,10.56,6.79,6.15,70637,85086,79609,73554,92.39,73018,71316,89.58,70637,88.73,70637,85086,78117,76864,76184,74326,73800,0.867357732,VV080,4,1,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV094,0.787711698,VV094.B10,Breeder_sows,366,366.T3,2,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.59,4.94,4.35,4.46,0,4.71,4.58,3.98,0,6.49,5.76,4.89,4.11,0,4.51,3.81,0,0,0,4.65,10.32,5.49,1,95657,156873,146894,137550,93.64,135407,121675,82.83,95328,64.9,95326,156873,145344,142699,140553,121671,102092,0.650793954,VV094,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV093,0.762776506,VV093.B9,Breeder_sows,363,363.T3,2,F,70,10,Segregated Early Weaning (SEW) barn,First growing,1 day prior to moving to 2nd growing facility,Growing,-40,NA,6.66,5.54,0,0,0,5.37,0,4.11,0,6.59,6.09,5.25,0,0,3.81,4.46,0,0,0,0,9.93,5.37,1,95326,169092,157605,146946,93.24,144076,126788,80.45,100381,63.69,100372,169092,155419,151730,149826,127480,106820,0.631727107,VV093,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV101,0.683682771,VV101.C5,Breeder_sows,363,363.T4,2,F,84,12,Gestation barn,Second growing,2 weeks after entry to 2nd growing facility,Growing,-38,NA,6.84,5.58,4.46,4.62,4.85,4.41,4.11,0,0,6.62,0,0,0,0,0,4.58,0,0,0,3.81,9.71,5.54,1,108462,184089,171466,160097,93.37,157524,142719,83.23,108466,63.26,108462,184089,169050,165757,164302,143024,115655,0.628255898,VV101,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV082,0,VV082.A10,Breeder_sows,296,296.T2,1,F,42,6,Segregated Early Weaning (SEW) barn,First growing,3 weeks after entry ,Growing,-44,NA,6.5,5.47,0,0,3.81,4.81,0,0,0,6.35,6.27,4.7,0,4.75,3.38,4.81,0,3.38,0,0,11.28,6.34,5.46,96113,144475,134135,125542,93.59,124039,114834,85.61,96115,71.66,96113,144475,133163,131158,129822,116146,101787,0.704530196,VV082,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV099,0,VV099.C3,Breeder_sows,389,389.T4,1,F,84,12,Gestation barn,Second growing,2 weeks after entry to 2nd growing facility,Growing,-38,NA,6.63,5.58,3.98,0,4.71,3.98,4.58,0,3.2,6.63,5.95,4.11,0,4.86,4.16,4.86,0,0,0,3.81,10.15,5.45,5.91,100491,160077,149133,138578,92.92,136178,122648,82.24,100498,67.39,100491,160077,146641,143651,142034,124522,107313,0.670383628,VV099,3,3,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV083,0,VV083.A11,Breeder_sows,389,389.T2,1,F,42,6,Segregated Early Weaning (SEW) barn,First growing,3 weeks after entry ,Growing,-44,NA,6.44,4.92,5.22,5.4,5.3,5.32,5.21,4.46,4.73,6.5,6.4,4.88,3.81,4.8,4.7,4.74,0,3.2,3.98,0,11.11,6.9,5.79,103357,163031,152932,143650,93.93,141358,127117,83.12,103357,67.58,103357,163031,151061,148166,146660,127285,109346,0.670706798,VV083,2,2,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
ASV162,VV079,0,VV079.A7,Breeder_sows,369,369.T1,2,F,21,3,Segregated Early Weaning (SEW) barn,First growing,At the time of purchase/entering 1st growing facility,Growing,-47,NA,6.64,6.28,5.29,6.31,5.08,6.38,0,5.52,5.13,6.59,6.13,5.19,4.11,5.41,5.11,5.19,0,4.11,0,3.98,10.92,6.57,6.61,88095,142823,133061,125232,94.12,123689,114925,86.37,88095,66.21,88095,142823,132462,130380,129393,114296,93785,0.65665194,VV079,4,1,Bacteria,Fibrobacterota,Fibrobacteria,Fibrobacterales,Fibrobacteraceae,Fibrobacter,no
